date,單位名稱,買進金額,賣出金額,買賣差額
20260825,自營商(自行買賣),"7,431,370,457","6,434,381,718","996,988,739"
20260825,自營商(避險),"24,743,670,208","25,680,630,825","-936,960,617"
20260825,投信,"14,558,693,519","18,542,670,582","-3,983,977,063"
20260825,外資及陸資(不含外資自營商),"291,974,314,493","292,760,897,752","-786,583,259"
20260825,外資自營商,0,0,0
20260825,合計,"338,708,048,677","343,418,580,877","-4,710,532,200"
