date,單位名稱,買進金額,賣出金額,買賣差額
20260918,自營商(自行買賣),"21,646,121,449","7,464,254,131","14,181,867,318"
20260918,自營商(避險),"38,736,743,404","28,615,152,210","10,121,591,194"
20260918,投信,"43,553,365,127","35,399,915,995","8,153,449,132"
20260918,外資及陸資(不含外資自營商),"585,247,334,035","498,252,972,093","86,994,361,942"
20260918,外資自營商,0,0,0
20260918,合計,"689,183,564,015","569,732,294,429","119,451,269,586"
