date,單位名稱,買進金額,賣出金額,買賣差額
20260831,自營商(自行買賣),"11,411,944,087","12,590,911,731","-1,178,967,644"
20260831,自營商(避險),"28,804,260,530","35,078,250,496","-6,273,989,966"
20260831,投信,"21,442,471,301","25,442,903,419","-4,000,432,118"
20260831,外資及陸資(不含外資自營商),"656,605,456,872","670,997,800,734","-14,392,343,862"
20260831,外資自營商,0,0,0
20260831,合計,"718,264,132,790","744,109,866,380","-25,845,733,590"
