date,單位名稱,買進金額,賣出金額,買賣差額
20260817,自營商(自行買賣),"11,405,300,339","7,865,150,499","3,540,149,840"
20260817,自營商(避險),"35,764,664,555","37,899,511,479","-2,134,846,924"
20260817,投信,"26,085,051,545","43,861,902,730","-17,776,851,185"
20260817,外資及陸資(不含外資自營商),"369,663,152,041","324,215,867,015","45,447,285,026"
20260817,外資自營商,0,0,0
20260817,合計,"442,918,168,480","413,842,431,723","29,075,736,757"
