date,單位名稱,買進金額,賣出金額,買賣差額
20260903,自營商(自行買賣),"10,316,550,400","15,995,350,171","-5,678,799,771"
20260903,自營商(避險),"27,667,166,196","38,695,872,856","-11,028,706,660"
20260903,投信,"20,311,385,285","19,617,823,462","693,561,823"
20260903,外資及陸資(不含外資自營商),"332,218,545,975","380,364,476,738","-48,145,930,763"
20260903,外資自營商,0,0,0
20260903,合計,"390,513,647,856","454,673,523,227","-64,159,875,371"
