date,單位名稱,買進金額,賣出金額,買賣差額
20260925,自營商(自行買賣),"9,882,509,551","5,646,973,463","4,235,536,088"
20260925,自營商(避險),"23,087,552,661","25,984,658,328","-2,897,105,667"
20260925,投信,"13,921,313,441","26,744,576,741","-12,823,263,300"
20260925,外資及陸資(不含外資自營商),"272,421,262,886","305,385,876,541","-32,964,613,655"
20260925,外資自營商,0,0,0
20260925,合計,"319,312,638,539","363,762,085,073","-44,449,446,534"
