date,單位名稱,買進金額,賣出金額,買賣差額
20260915,自營商(自行買賣),"6,936,031,612","5,635,234,788","1,300,796,824"
20260915,自營商(避險),"18,842,918,996","34,349,881,679","-15,506,962,683"
20260915,投信,"12,645,490,133","14,636,641,481","-1,991,151,348"
20260915,外資及陸資(不含外資自營商),"224,721,523,272","287,420,421,638","-62,698,898,366"
20260915,外資自營商,0,0,0
20260915,合計,"263,145,964,013","342,042,179,586","-78,896,215,573"
