date,單位名稱,買進金額,賣出金額,買賣差額
20260821,自營商(自行買賣),"9,265,393,129","6,355,851,715","2,909,541,414"
20260821,自營商(避險),"23,024,504,738","23,011,478,501","13,026,237"
20260821,投信,"11,657,592,981","9,556,129,870","2,101,463,111"
20260821,外資及陸資(不含外資自營商),"318,264,155,721","289,958,734,736","28,305,420,985"
20260821,外資自營商,0,0,0
20260821,合計,"362,211,646,569","328,882,194,822","33,329,451,747"
