date,單位名稱,買進金額,賣出金額,買賣差額
20260813,自營商(自行買賣),"14,066,013,115","10,808,037,054","3,257,976,061"
20260813,自營商(避險),"41,691,722,620","29,888,947,276","11,802,775,344"
20260813,投信,"28,305,817,016","29,807,555,301","-1,501,738,285"
20260813,外資及陸資(不含外資自營商),"435,459,348,263","359,764,831,688","75,694,516,575"
20260813,外資自營商,0,0,0
20260813,合計,"519,522,901,014","430,269,371,319","89,253,529,695"
